monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,monthly_closed_issues_2mo
10,1,2,0,0,0,1,11,1,104,1946,379,15,1
2,1,1,0,0,0,0,2,0,4,111,35,5,0
6,1,0,0,0,0,0,3,1,7,40,18,2,1
0,0,0,0,0,0,0,0,0,0,56,6,3,0
0,0,0,0,0,0,0,2,1,16,25,8,0,1
0,0,0,0,0,0,0,1,0,4,9,5,2,0
0,0,0,1,0,0,0,2,1,2,12,2,1,0
0,0,0,0,0,0,0,1,0,15,10,5,2,0
0,0,0,0,0,0,0,1,0,5,9,5,1,0
0,0,0,0,0,0,0,1,0,22,18,5,1,0
1,1,0,0,0,0,0,1,0,2,7,3,1,3
0,0,0,0,0,0,0,4,0,6,20,4,0,0
1,1,0,0,0,0,0,3,3,31,13,4,1,0
0,0,0,0,0,0,0,0,0,0,11,6,1,0
1,1,0,0,0,0,0,1,0,3,13,3,0,0
0,0,0,0,0,0,0,0,0,0,9,2,1,0
0,0,0,0,0,0,0,4,0,13,12,3,0,0
6,1,0,0,0,0,0,1,0,3,16,4,0,0
0,0,0,0,0,0,0,0,0,0,7,1,0,0
0,0,0,0,0,0,0,0,0,0,39,6,3,0
0,0,2,0,0,0,0,5,0,16,9,5,0,0
0,0,0,0,0,0,0,0,0,0,4,0,0,1
0,0,0,0,0,0,0,0,0,0,7,4,1,0
0,0,0,0,0,0,0,0,1,8,3,3,1,0
0,0,0,0,0,0,0,0,0,0,3,3,1,0
0,0,0,0,0,0,0,0,0,0,7,0,0,0
0,0,2,0,0,0,1,2,0,1,7,1,0,0
0,0,0,0,0,0,0,0,0,0,18,5,1,1
0,0,0,0,0,0,0,2,0,2,6,1,0,0
0,0,0,0,0,0,0,0,1,0,4,1,1,2
0,0,0,0,0,0,0,1,0,0,6,4,1,0
0,0,6,2,0,0,10,4,2,7,410,53,3,0
0,0,0,0,0,0,0,1,0,5,17,2,0,0
0,0,0,0,0,0,0,0,0,0,14,4,1,0
0,0,0,0,0,0,0,0,0,0,9,2,0,0
0,0,0,0,0,0,0,0,0,0,7,2,0,0
0,0,0,0,0,0,0,0,0,0,8,0,0,0
0,0,0,0,0,0,0,2,0,2,7,2,0,0
0,0,0,0,0,0,0,0,0,0,7,0,0,0
0,0,0,0,0,0,0,0,0,0,7,1,0,0
0,0,0,0,0,0,0,0,0,0,11,1,0,0
0,0,0,0,0,0,0,0,0,0,9,2,0,0
0,0,0,0,0,0,0,1,0,0,2,1,0,0
7,1,0,0,0,0,0,0,0,0,6,5,0,0
0,0,0,0,0,0,0,0,0,0,7,3,0,0
0,0,0,0,0,0,0,1,0,0,8,0,0,0
0,0,0,0,0,0,0,1,0,0,4,1,0,0
0,0,0,0,0,0,0,0,0,0,5,2,0,0
0,0,0,0,0,0,0,1,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,5,2,0,0
0,0,0,0,0,0,0,0,0,0,9,2,0,0
0,0,0,0,0,0,0,0,0,0,5,3,0,0
0,0,0,0,0,0,0,1,0,1,4,2,0,0
